task_size,cpu_cycles,memory_required,deadline,priority,device_cpu,device_memory,battery,device_energy_coef,deadline_headroom,compute_density,server_cpu,server_memory,available_cpu,available_memory,server_energy_coef,bandwidth,latency,cost_delta
0.54255456,0.59714174,0.9761839,0.13212687,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.1084845,0.34156507,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.045175646
0.8993349,0.51937246,0.9465219,0.22023918,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.22379935,0.09968236,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.20505595
0.50979,0.79954755,0.63040876,0.12606439,1.0,0.9350601,0.56181407,0.793795,0.46378556,0.11246586,0.5436033,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,-0.1313183
0.5194589,0.9593472,0.80406225,0.23511975,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.20784453,0.6652253,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.032387238
0.41382587,0.5738744,0.6283337,0.2400602,1.0,0.9179097,0.28219083,0.0,0.9598609,0.23731917,0.4589427,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.06387279
0.3777092,0.6196213,0.9489032,0.20220639,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.19748296,0.5596539,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.06654224
0.36957258,0.50319546,0.906448,0.2040229,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.20896222,0.4450783,1.0,0.0,0.0,0.61487293,0.0,0.054494888,0.1998354,0.02980854
0.89217347,0.7623145,0.85708094,0.2989257,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.26787722,0.22911891,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.19120625
0.7915755,0.40849334,0.80750537,0.29607046,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.29374808,0.07424861,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.18964414
0.38635868,0.9287376,0.7965864,0.09255317,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.8741698,0.0,0.0,0.42710018,0.07281828,0.0,0.36757612,0.19050892,0.3909757
0.41861165,0.8808425,0.6434963,0.3130737,1.0,1.0,0.6806576,0.14571413,0.108012706,0.2925375,0.75864714,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.018559515
0.6011724,0.96789986,0.9086673,0.044033438,0.6666667,0.29648608,1.0,0.27726308,0.06416863,0.0,0.568428,1.0,0.0,0.8035805,0.17175293,0.0,0.36843938,0.33104643,0.30406463
0.5689345,0.62687606,0.61587703,0.32963216,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.29822892,0.3423813,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.03889311
0.52071,0.43934494,0.57692754,0.0035828948,1.0,1.0,0.6806576,0.14571413,0.108012706,0.017367572,0.22977218,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.4501285
0.4137382,0.59636855,0.9270066,0.34758335,1.0,1.0,0.18036267,0.2753615,0.3049319,0.34332865,0.48168987,1.0,0.0,0.8035805,0.17175293,0.0,0.15933692,0.12357101,-0.14466363
0.515294,0.77290344,0.73183453,0.25722563,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.20780091,0.5143604,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.115923256
0.6192634,0.3881733,0.5677476,0.016111903,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.13093624,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.3157564
0.87718654,0.89791745,0.6693585,0.035581045,0.6666667,1.0,0.18036267,0.2753615,0.3049319,0.020935072,0.30808395,0.4005077,0.0,0.8481324,0.0,0.0,0.15933692,0.10956751,-0.6740047
0.9894959,0.79332787,0.6843773,0.32175094,1.0,1.0,0.8443887,0.500842,0.32456824,0.30627188,0.20347163,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.19904445
0.5365049,0.67839116,0.91219926,0.150045,1.0,1.0,0.122921646,0.7466959,0.44242314,0.14577322,0.4130059,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.14445198
0.57663846,0.89935285,0.63166976,0.22322218,1.0,0.9350601,0.56181407,0.793795,0.46378556,0.2008979,0.5445436,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,-0.14148992
0.84143,0.50619274,0.8285308,0.29533023,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.28270626,0.112314016,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.18655947
0.568158,0.7987003,0.92555666,0.2518642,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.20601061,0.47622764,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.048066333
0.5485393,0.98285455,0.87674963,0.2054782,1.0,0.9179097,0.28219083,0.0,0.9598609,0.17743836,0.64433974,0.12871456,0.0,0.77908874,0.59552574,0.0,0.0,0.2856263,0.022720736
0.4112752,0.99698466,0.6819296,0.23886742,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.2090912,0.89005077,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.072037935
0.45812315,0.48558867,0.86325514,0.31555623,1.0,0.70662063,0.6208899,0.7579781,0.61443186,0.30945286,0.32325274,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.124287456
0.87236106,0.59545135,0.73325396,0.12881137,0.6666667,1.0,0.18036267,0.2753615,0.3049319,0.13006686,0.14926714,1.0,0.0,0.63712716,0.3834095,0.0,0.15933692,0.16982274,-0.23466402
0.43563342,0.8230254,0.62132907,0.10315484,1.0,1.0,0.8443887,0.500842,0.32456824,0.091336824,0.6718285,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.12393271
0.53253376,0.9039815,0.8490839,0.29365212,1.0,1.0,0.20022273,0.3261321,0.29962918,0.2722059,0.6016312,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.15066153
0.69594234,0.80497277,0.6264558,0.022324122,0.6666667,0.70662063,0.6208899,0.7579781,0.61443186,0.0,0.3683182,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,0.29464874
0.43202567,0.95745856,0.9893868,0.36325943,1.0,1.0,0.6806576,0.14571413,0.108012706,0.33685514,0.8085046,1.0,0.0,0.13296652,0.72355413,0.0,0.054494888,0.20666046,0.0016728694
0.47813964,0.82112384,0.67246115,0.045455426,1.0,0.13482553,0.013435572,0.43737498,0.87996316,0.0,0.60467964,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,0.36151862
0.92102206,0.7099498,0.91374195,0.08564681,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.1897093,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.2966193
0.4089281,0.4736724,0.7368463,0.28929132,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.29388353,0.363712,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.12295575
0.8296327,0.8076113,0.63224137,0.22219713,0.6666667,1.0,0.18036267,0.2753615,0.3049319,0.20833969,0.28482985,1.0,0.0,0.63712716,0.3834095,0.0,0.15933692,0.16982274,-0.229171
0.39049327,0.9060679,0.6073109,0.022246942,1.0,0.9179097,0.28219083,0.0,0.9598609,0.0036876528,0.8411081,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.3739636
0.8370699,0.9463368,0.92435026,0.3597319,1.0,0.9179097,0.28219083,0.0,0.9598609,0.33018175,0.35762495,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.05354561
0.9109684,0.6714296,0.59523964,0.1908126,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.11232224,0.17403877,0.0,0.0,0.42710018,0.07281828,0.0,0.36757612,0.19050892,-0.1838399
0.526414,0.5743151,0.8706944,0.31276613,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.31070846,0.33720243,0.4005077,0.0,0.8481324,0.0,0.0,0.054494888,0.16665323,-0.007078239
0.83326626,0.7431633,0.6804718,0.09533961,1.0,0.0,0.16526452,0.31616262,0.76447296,0.0,0.24701771,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.29132155
0.69126415,0.95344454,0.7172133,0.13942169,0.6666667,0.5888162,0.7028681,0.6278086,0.27864566,0.092705876,0.46909428,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.15760641
0.37192118,0.5129724,0.7132306,0.030490018,1.0,1.0,0.8443887,0.500842,0.32456824,0.03916712,0.45247346,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.1160069
0.8816634,0.6509554,0.57031226,0.039909758,1.0,1.0,0.18036267,0.2753615,0.3049319,0.040037364,0.17508122,0.4005077,0.0,0.8481324,0.0,0.0,0.15933692,0.10956751,-0.6726599
0.58352464,0.6549379,0.8035295,0.08114444,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.053260416,0.3516094,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.03764403
0.537824,0.49948347,0.85356414,0.17270598,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.17640294,0.26646474,1.0,0.0,0.63712716,0.3834095,0.0,0.0,0.28925338,-0.45417777
0.47509533,0.8599459,0.9954537,0.24979122,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.22850853,0.6439636,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.054095972
0.8653259,0.50276625,0.584442,0.053099126,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.1021519,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.2863878
0.72990334,0.9255143,0.8787304,0.27397138,0.6666667,0.72438806,0.31380615,0.28755495,0.84649765,0.23668991,0.41948402,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,-0.15175132
0.6037812,0.9192104,0.9127753,0.008249998,1.0,0.70662063,0.6208899,0.7579781,0.61443186,0.0,0.52966034,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,0.3161681
0.6244915,0.90991133,0.7163757,0.27499223,1.0,0.75502664,0.0,0.55075,0.8745469,0.24084234,0.501561,1.0,0.0,0.37467575,0.83128214,0.0,0.19342747,0.17583255,-0.15521929
0.88407546,0.5095476,0.63006794,0.25001824,0.6666667,0.70662063,0.6208899,0.7579781,0.61443186,0.24372801,0.099517286,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.19130838
0.424168,0.48528653,0.8442644,0.35691386,0.6666667,0.13482553,0.013435572,0.43737498,0.87996316,0.3031168,0.35818726,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,-0.10454685
0.6143204,0.4249035,0.7683767,0.35330772,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.34057933,0.16002962,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.022062464
0.43048745,0.9019733,0.79943645,0.25935507,1.0,1.0,0.6806576,0.14571413,0.108012706,0.238885,0.75740063,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.012840162
0.4903077,0.97471386,0.8681998,0.14124861,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.7223384,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.38146764
0.6171804,0.776342,0.709394,0.09218563,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.05244618,0.41241968,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.036291752
0.67934614,0.71405876,0.80675757,0.2953624,1.0,0.70662063,0.6208899,0.7579781,0.61443186,0.2723975,0.32041007,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.15773097
0.42888486,0.9125957,0.9138249,0.33862776,0.6666667,1.0,0.6806576,0.14571413,0.108012706,0.315541,0.7707367,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.011685897
0.900949,0.7802378,0.974589,0.067248195,1.0,0.70662063,0.6208899,0.7579781,0.61443186,0.044941135,0.23444757,1.0,0.0,0.99999976,0.58077526,0.0,1.0,0.14117028,-0.18706062
0.7033591,0.9612661,0.6047529,0.1477394,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.4637463,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.33996022
0.934036,0.78929734,0.92318165,0.228931,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.21600924,0.22434765,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.20050581
0.5253405,0.9805648,0.7074666,0.33939332,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.30816084,0.67447454,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,0.044985287
0.4513331,0.52804923,0.8526751,0.27335972,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.2527862,0.36978453,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.05831919
0.5854023,0.6091573,0.6549729,0.04285059,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.315439,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.33840746
0.56644446,0.44556093,0.9904132,0.3542543,1.0,0.63757867,0.27701488,0.3480824,0.47541288,0.34747916,0.20358133,1.0,0.0,0.8035805,0.17175293,0.0,0.50050956,0.14179134,-0.14870429
0.6245064,0.3667483,0.67552626,0.18518074,0.6666667,0.9350601,0.56181407,0.793795,0.46378556,0.19744149,0.113049716,1.0,0.0,0.13296652,0.72355413,0.0,0.8490238,0.16660668,-0.16567886
0.57872176,0.53938407,0.9942974,0.034070566,1.0,1.0,0.6806576,0.14571413,0.108012706,0.04106687,0.2674773,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.45860082
0.869852,0.8169198,0.60702765,0.25040966,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.23186375,0.2687527,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.04726508
0.36745453,0.82946783,0.821638,0.27624923,0.6666667,0.75502664,0.0,0.55075,0.8745469,0.24792944,0.808537,1.0,0.0,0.37467575,0.83128214,0.0,0.19342747,0.17583255,-0.10226708
0.6705795,0.71019924,0.80111766,0.12758636,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.09327324,0.3239863,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.026433637
0.8190854,0.49101555,0.91161895,0.0764122,1.0,1.0,0.8443887,0.500842,0.32456824,0.08526734,0.111914545,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.19108912
0.5388525,0.74494874,0.99388754,0.33097517,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.3150242,0.46461928,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.033363335
0.870533,0.9654178,0.6513392,0.3437255,1.0,1.0,0.18036267,0.2753615,0.3049319,0.3173287,0.3478222,0.4005077,0.0,0.8481324,0.0,0.0,0.15933692,0.10956751,-0.23381856
0.43959057,0.9912947,0.6813899,0.22340803,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.1598934,0.8265569,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.08374701
0.7208264,0.44751602,0.8549837,0.017083429,1.0,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.124584794,0.0,0.0,0.42710018,0.07281828,0.0,0.97024107,0.10780896,0.30297804
0.99890137,0.400607,0.8380885,0.22017376,1.0,1.0,0.6806576,0.14571413,0.108012706,0.23089218,0.014227033,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,-0.082808174
0.5935378,0.95753485,0.67354846,0.11424512,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.09404526,0.56936663,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.15288734
0.7824106,0.86709815,0.7043866,0.31076944,0.6666667,0.9350601,0.56181407,0.793795,0.46378556,0.28829923,0.34696597,1.0,0.0,0.13296652,0.72355413,0.0,0.8490238,0.16660668,-0.18641037
0.71307933,0.73285633,0.8074304,0.36225182,0.6666667,1.0,0.8443887,0.500842,0.32456824,0.3494068,0.3098815,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.1718798
0.5137076,0.98341423,0.6840292,0.35587937,1.0,0.9179097,0.28219083,0.0,0.9598609,0.32405353,0.69380856,1.0,0.0,0.0,0.61487293,0.0,0.0,0.28008148,0.040897246
0.8342354,0.95590943,0.7517921,0.30898696,0.6666667,0.9350601,0.56181407,0.793795,0.46378556,0.2809524,0.3647024,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,-0.18429318
0.3738907,0.38548186,0.58332276,0.24223314,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.2514888,0.3107323,0.0,0.0,0.42710018,0.07281828,0.0,0.0,0.28171343,0.03758268
0.80420357,0.9081823,0.77761245,0.15328741,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.35681576,0.4005077,0.0,0.8481324,0.0,0.0,0.2465798,0.25931802,0.30842704
0.39393115,0.54441255,0.7006898,0.3539793,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.3254693,0.45543385,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.106103376
0.51602155,0.5868653,0.8567908,0.11991581,1.0,0.0,0.16526452,0.31616262,0.76447296,0.02148576,0.35716915,1.0,0.0,0.63712716,0.3834095,0.0,0.2465798,0.31957325,-0.111195356
0.48915756,0.8328156,0.8238386,0.35900223,1.0,0.9179097,0.28219083,0.0,0.9598609,0.33673188,0.59954506,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,0.043207016
0.61068124,0.55413383,0.9563445,0.20778687,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.18636027,0.25620896,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.028190115
0.74898624,0.99356633,0.70910513,0.06662632,1.0,0.9179097,0.28219083,0.0,0.9598609,0.041363467,0.44664258,1.0,0.0,0.33729124,1.0,0.0,0.0077978224,0.16117029,-0.48065346
0.9325893,0.5122034,0.97785544,0.04746286,1.0,0.5888162,0.7028681,0.6278086,0.27864566,0.040508896,0.08565557,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.19056627
0.6344175,0.9519085,0.98433936,0.15378617,1.0,1.0,0.20022273,0.3261321,0.29962918,0.1329394,0.5214325,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.16839965
0.878119,0.6423457,0.7805151,0.19378981,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.18782263,0.17195684,1.0,0.0,0.63712716,0.3834095,0.0,0.0,0.28925338,-0.5504405
0.59139013,0.6016707,0.61024475,0.30769616,0.6666667,0.47854596,0.444034,0.17800936,0.7361555,0.2792441,0.30517638,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.033256665
0.60633624,0.9079096,0.62722754,0.012534399,0.6666667,0.9350601,0.56181407,0.793795,0.46378556,0.0,0.51865727,1.0,0.0,0.0,0.61487293,0.0,0.8490238,0.07551612,0.30487058
0.6942337,0.5091305,0.950191,0.33653557,1.0,0.13482553,0.013435572,0.43737498,0.87996316,0.279553,0.17645794,1.0,0.0,0.33729124,1.0,0.0,0.30236486,0.0,-0.16228616
0.86129856,0.84442526,0.8564904,0.10627414,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.05331147,0.2879787,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.1937213
0.68381095,0.97607297,0.63539755,0.30016196,0.6666667,0.72688776,0.44659463,1.0,0.37868544,0.25862172,0.49062717,1.0,0.0,0.37467575,0.83128214,0.0,0.46438223,0.03103939,-0.16231392
0.42936838,0.7034195,0.92586553,0.07906163,0.6666667,0.0,0.16526452,0.31616262,0.76447296,0.0,0.56554294,1.0,0.0,0.63712716,0.3834095,0.0,0.2465798,0.31957325,0.3699495
0.6208256,0.7214488,0.9078926,0.05176691,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.018271258,0.36975318,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.032849126
0.55859303,0.5273639,0.83608234,0.09272644,1.0,1.0,0.20022273,0.3261321,0.29962918,0.0989845,0.27298474,1.0,0.0,0.8035805,0.17175293,0.0,0.41431838,0.1715909,-0.15561558
0.92960274,0.61531335,0.82218707,0.17046137,1.0,1.0,0.9039866,0.9147824,0.0,0.16948149,0.1385459,1.0,0.0,0.63712716,0.3834095,0.0,0.7733272,0.122587085,-0.19481574
0.38544697,0.54250985,0.6478554,0.11113374,1.0,1.0,0.6806576,0.14571413,0.108012706,0.116020165,0.4651965,1.0,0.0,0.63712716,0.3834095,0.0,0.054494888,0.106398,0.03231771
0.82540107,0.37807563,0.8735764,0.23718669,0.6666667,1.0,0.122921646,0.7466959,0.44242314,0.24883856,0.046294183,1.0,0.0,0.8035805,0.17175293,0.0,0.553519,0.3903016,-0.19930448
0.46791482,0.834175,0.7334933,0.03176909,1.0,1.0,0.8443887,0.500842,0.32456824,0.021059176,0.63139296,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.13062176
0.80121315,0.7139859,0.87636435,0.24780576,1.0,1.0,0.8443887,0.500842,0.32456824,0.2389515,0.24693653,1.0,0.0,0.8035805,0.17175293,0.0,0.8290393,0.09385395,-0.18644819
0.96739185,0.7987366,0.66006696,0.10030687,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.21494564,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.2961033
0.47713423,0.7761211,0.75471187,0.24831267,0.6666667,0.41977394,0.5352613,0.977918,1.0,0.1987817,0.5657714,0.0,0.0,0.42710018,0.07281828,0.0,0.30551445,0.12036216,-0.1071338
0.51130193,0.6138553,0.844064,0.02968365,0.6666667,0.9179097,0.28219083,0.0,0.9598609,0.029630803,0.38448626,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.43190235
0.60300803,0.7419701,0.6110414,0.34301913,1.0,0.47854596,0.444034,0.17800936,0.7361555,0.30030388,0.39986295,1.0,0.0,0.0,0.61487293,0.0,0.7065153,0.17336805,0.03866095
0.3948099,0.57890296,0.6648663,0.082010314,0.6666667,0.025190592,0.2335203,0.98402333,0.54280424,0.0,0.49025196,1.0,0.0,0.37467575,0.83128214,0.0,0.7621954,0.1944308,0.36108568
0.8483013,0.6065249,0.79868615,0.26729995,0.6666667,1.0,0.9039866,0.9147824,0.0,0.26443505,0.16478693,1.0,0.0,0.63712716,0.3834095,0.0,0.7733272,0.122587085,-0.19211227
0.96789694,0.46793765,0.77557194,0.14563504,0.6666667,0.5888162,0.7028681,0.6278086,0.27864566,0.13999213,0.053892314,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.1948857
0.5380447,0.9998209,0.83283806,0.018813066,1.0,0.72438806,0.31380615,0.28755495,0.84649765,0.0,0.67231095,1.0,0.0,0.37467575,0.83128214,0.0,0.8328675,0.17443988,0.34053627
0.40110153,0.95905656,0.6943401,0.04971019,1.0,0.9179097,0.28219083,0.0,0.9598609,0.027076611,0.873379,1.0,0.0,0.13296652,0.72355413,0.0,0.0,0.18899092,-0.38406402
0.7589343,0.94973224,0.7505146,0.02545061,0.6666667,0.5888162,0.7028681,0.6278086,0.27864566,0.0,0.4124291,1.0,0.0,0.33729124,1.0,0.0,0.7607902,0.092478424,-0.17227162
